Horizon started successfully.
[2019-05-13 22:51:05][203] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:05][203] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:05][204] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:06][204] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:06][205] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:06][205] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:06][206] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:07][206] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:07][207] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:08][207] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:08][208] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:08][208] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:08][209] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:09][209] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:09][210] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:10][210] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:10][211] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:11][211] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:11][212] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:11][212] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:11][213] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:12][213] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:12][214] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:13][214] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:13][215] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:13][215] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:13][216] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:14][216] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:14][217] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:14][217] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:14][218] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:15][218] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:15][219] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:16][219] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:16][220] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:16][220] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:16][221] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:17][221] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:17][222] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:18][222] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:18][223] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:18][223] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:18][224] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:19][224] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:19][225] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:20][225] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:20][226] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:20][226] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:20][227] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:21][227] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:21][228] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:22][228] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:22][229] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:22][229] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:22][230] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:23][230] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:23][231] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:24][231] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:24][232] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:24][232] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:24][233] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:25][233] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:25][234] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:25][234] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:25][235] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:26][235] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:26][236] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:27][236] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:27][237] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:28][237] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:28][238] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:28][238] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:28][239] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:29][239] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:29][240] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:30][240] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:30][241] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:30][241] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:30][242] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:31][242] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:31][243] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:31][243] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:31][244] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:32][244] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:32][245] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:33][245] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:33][246] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:33][246] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:33][247] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:34][247] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:34][248] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:35][248] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:35][249] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:35][249] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:35][250] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:36][250] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:36][251] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:37][251] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:37][252] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:38][252] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:38][253] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:38][253] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:38][254] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:39][254] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:39][255] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:39][255] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:39][256] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:40][256] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:40][257] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:41][257] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:41][258] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:42][258] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:42][259] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:43][259] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:43][260] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:43][260] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:43][261] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:44][261] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:44][262] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:44][262] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:44][263] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:45][263] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:45][264] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:46][264] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:46][265] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:46][265] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:46][266] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:47][266] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:47][267] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:48][267] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:48][268] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:48][268] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:48][269] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:49][269] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:49][270] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:50][270] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:50][271] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:50][271] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:50][272] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:51][272] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:51][273] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:52][273] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:52][274] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:52][274] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:52][275] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:53][275] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:53][276] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:54][276] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:54][277] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:55][277] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:55][278] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:56][278] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:56][279] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:56][279] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:56][280] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:57][280] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:57][281] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:58][281] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:58][282] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:58][282] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:58][283] Processing: App\Jobs\ProcessDois
[2019-05-13 22:51:59][283] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:51:59][284] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:00][284] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:00][285] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:00][285] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:00][286] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:01][286] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:01][287] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:02][287] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:02][288] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:02][288] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:02][289] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:03][289] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:03][290] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:04][290] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:04][291] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:04][291] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:04][292] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:05][292] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:05][293] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:06][293] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:06][294] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:06][294] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:06][295] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:07][295] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:07][296] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:08][296] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:08][297] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:08][297] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:08][298] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:09][298] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:09][299] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:10][299] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:10][300] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:10][300] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:10][301] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:11][301] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:11][302] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:11][302] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:11][303] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:12][303] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:12][304] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:13][304] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:13][305] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:14][305] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:14][306] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:14][306] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:14][307] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:15][307] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:15][308] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:16][308] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:16][309] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:16][309] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:16][310] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:17][310] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:17][311] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:17][311] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:17][312] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:18][312] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:18][313] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:19][313] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:19][314] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:19][314] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:19][315] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:20][315] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:20][316] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:21][316] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:21][317] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:21][317] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:21][318] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:22][318] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:22][319] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:23][319] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:23][320] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:24][320] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:24][321] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:24][321] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:24][322] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:25][322] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:25][323] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:26][323] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:26][324] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:27][324] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:27][325] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:27][325] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:27][326] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:28][326] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:28][327] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:29][327] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:29][328] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:29][328] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:29][329] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:30][329] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:30][330] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:31][330] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:31][331] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:31][331] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:31][332] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:32][332] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:32][333] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:33][333] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:33][334] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:33][334] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:33][335] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:34][335] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:34][336] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:34][336] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:34][337] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:35][337] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:35][338] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:36][338] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:36][339] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:36][339] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:36][340] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:37][340] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:37][341] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:38][341] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:38][342] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:38][342] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:38][343] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:39][343] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:39][344] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:40][344] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:40][345] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:40][345] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:40][346] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:41][346] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:41][347] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:42][347] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:42][348] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:42][348] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:42][349] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:43][349] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:43][350] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:44][350] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:44][351] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:45][351] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:45][352] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:45][352] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:45][353] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:46][353] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:46][354] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:47][354] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:47][355] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:47][355] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:47][356] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:48][356] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:48][357] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:49][357] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:49][358] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:49][358] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:49][359] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:50][359] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:50][360] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:51][360] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:51][361] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:51][361] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:51][362] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:52][362] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:52][363] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:52][363] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:52][364] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:53][364] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:53][365] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:54][365] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:54][366] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:54][366] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:54][367] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:55][367] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:55][368] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:56][368] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:56][369] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:56][369] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:56][370] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:57][370] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:57][371] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:57][371] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:57][372] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:58][372] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:58][373] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:59][373] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:59][374] Processing: App\Jobs\ProcessDois
[2019-05-13 22:52:59][374] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:52:59][375] Processing: App\Jobs\ProcessDois
[2019-05-13 22:53:00][375] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:53:00][376] Processing: App\Jobs\ProcessDois
[2019-05-13 22:53:01][376] Processed:  App\Jobs\ProcessDois
[2019-05-13 22:53:01][377] Processing: App\Jobs\ProcessDois
